,ID,pclass,sex,age,sibsp,parch,fare,embarked,survived
558,559,3,female,29.3817537087912,0,2,22.4,C,1
559,560,1,male,29.3817537087912,0,0,42.4,S,0
560,561,2,male,44.0,0,0,13.0,S,0
561,562,3,male,21.0,1,0,6.5,S,0
562,563,3,female,5.0,0,0,12.5,S,1
563,564,1,male,39.0,0,0,29.7,C,0
564,565,1,male,50.0,2,0,133.7,S,1
565,566,2,male,2.0,1,1,26.0,S,1
566,567,3,male,18.0,0,0,7.8,S,0
567,568,1,female,18.0,2,2,262.4,C,1
568,569,1,female,58.0,0,1,512.3,C,1
569,570,2,male,30.0,0,0,13.0,S,0
570,571,2,male,24.0,0,0,10.5,S,0
571,572,3,male,7.0,1,1,15.2,C,1
572,573,3,female,29.0,0,2,15.2,C,1
573,574,2,female,50.0,0,1,26.0,S,1
574,575,3,male,29.0,0,0,7.9,C,1
575,576,1,female,31.0,1,0,113.3,C,1
576,577,3,male,21.0,0,0,8.1,S,0
577,578,2,female,54.0,1,3,23.0,S,1
578,579,3,male,20.0,0,0,7.9,S,0
579,580,1,female,30.0,0,0,106.4,C,1
580,581,3,male,17.0,0,0,7.9,S,0
581,582,1,male,31.0,0,0,50.5,S,0
582,583,3,female,16.0,0,0,7.7,S,1
583,584,3,male,29.3817537087912,0,0,7.8,Q,0
584,585,1,male,27.0,0,0,76.7,C,1
585,586,3,female,45.0,0,1,14.5,C,0
586,587,1,female,21.0,0,0,78.0,S,1
587,588,3,female,21.0,0,0,7.8,Q,0
588,589,1,female,24.0,0,0,83.2,C,1
589,590,2,female,18.0,1,1,13.0,S,0
590,591,1,female,60.0,1,4,263.0,S,1
591,592,3,female,2.0,1,1,20.2,S,0
592,593,3,female,29.3817537087912,0,0,7.8,Q,1
593,594,3,male,28.0,0,0,9.5,S,0
594,595,2,male,29.0,0,0,13.9,C,1
595,596,1,male,42.0,1,0,52.6,S,1
596,597,3,male,48.0,0,0,7.9,S,0
597,598,3,female,29.3817537087912,0,0,7.8,Q,1
598,599,2,female,24.0,1,0,26.0,S,1
599,600,3,female,21.0,1,0,9.8,S,0
600,601,1,female,29.3817537087912,0,0,110.9,C,1
601,602,1,male,29.3817537087912,0,0,50.0,S,0
602,603,3,male,29.3817537087912,0,0,8.1,S,0
603,604,3,male,39.0,0,0,7.9,S,0
604,605,3,male,29.3817537087912,0,0,7.6,S,0
605,606,3,female,21.0,2,2,34.4,S,0
606,607,2,male,39.0,0,0,13.0,S,0
607,608,3,male,0.75,1,1,13.8,S,0
608,609,1,male,55.0,1,1,93.5,S,0
609,610,3,female,1.0,1,1,11.1,S,1
610,611,2,female,25.0,1,1,30.0,S,1
611,612,1,female,45.0,0,1,59.4,C,1
612,613,2,female,34.0,0,0,13.0,S,1
613,614,2,male,28.0,0,0,26.0,S,0
614,615,3,male,30.0,0,0,9.5,S,1
615,616,3,female,18.0,0,0,8.1,S,1
616,617,3,male,32.0,0,0,56.5,S,1
617,618,1,male,30.0,0,0,45.5,S,0
618,619,2,female,41.0,0,1,19.5,S,1
619,620,1,female,33.0,0,0,151.6,S,1
620,621,3,female,29.3817537087912,0,0,7.8,Q,1
621,622,1,male,49.0,0,0,26.0,S,0
622,623,3,male,31.0,0,0,7.8,S,0
623,624,3,female,29.3817537087912,8,2,69.6,S,0
624,625,1,male,56.0,0,0,30.7,C,0
625,626,3,male,29.3817537087912,0,0,7.9,S,0
626,627,3,male,29.3817537087912,0,0,14.5,S,0
627,628,3,male,28.5,0,0,7.2,C,0
628,629,1,female,21.0,0,0,26.6,S,1
629,630,3,male,29.3817537087912,0,0,6.9,Q,0
630,631,3,female,16.0,1,1,8.5,C,1
631,632,1,female,21.0,2,2,262.4,C,1
632,633,3,male,34.5,0,0,7.8,Q,0
633,634,2,male,26.0,0,0,13.0,S,0
634,635,2,male,34.0,1,0,21.0,S,0
635,636,2,female,31.0,1,1,26.3,S,1
636,637,1,female,51.0,0,1,39.4,S,1
637,638,3,female,23.0,0,0,7.6,S,1
638,639,3,male,30.0,0,0,7.9,S,0
639,640,3,female,29.3817537087912,0,0,7.6,S,0
640,641,2,male,50.0,0,0,13.0,S,0
641,642,3,male,21.0,0,0,16.1,S,0
642,643,3,male,30.0,0,0,7.2,C,0
643,644,1,female,15.0,0,1,211.3,S,1
644,645,3,male,19.0,0,0,7.9,S,0
645,646,3,male,47.0,0,0,9.0,S,0
646,647,1,male,70.0,1,1,71.0,S,0
647,648,3,female,16.0,0,0,7.8,Q,1
648,649,1,male,33.0,0,0,26.6,S,0
649,650,3,female,28.0,1,1,14.4,S,0
650,651,3,female,26.0,1,0,16.1,S,0
651,652,3,male,16.0,0,0,8.1,S,1
652,653,1,male,29.0,0,0,30.0,S,0
653,654,1,male,17.0,0,0,47.1,S,0
654,655,3,male,65.0,0,0,7.8,Q,0
655,656,3,male,22.0,0,0,7.3,S,0
656,657,2,male,25.0,0,0,31.5,S,0
657,658,2,female,32.5,0,0,13.0,S,1
658,659,3,male,29.3817537087912,0,0,8.1,S,0
659,660,3,male,29.3817537087912,0,0,7.2,C,0
660,661,3,male,26.0,0,0,8.1,S,0
661,662,2,female,36.0,0,0,13.0,S,1
662,663,3,male,27.0,0,0,7.9,S,0
663,664,3,male,29.3817537087912,1,2,23.5,S,0
664,665,3,male,34.0,0,0,8.1,S,0
665,666,3,male,29.3817537087912,0,0,15.1,S,0
666,667,3,male,29.3817537087912,0,0,7.3,S,0
667,668,2,male,0.6667,1,1,14.5,S,1
668,669,1,male,24.0,1,0,60.0,S,0
669,670,1,female,29.3817537087912,1,0,82.2,C,1
670,671,1,female,18.0,1,0,227.5,C,1
671,672,3,female,29.3817537087912,0,0,7.2,C,1
672,673,3,male,29.3817537087912,1,0,7.8,Q,0
673,674,3,male,29.3817537087912,0,0,7.9,S,0
674,675,1,male,46.0,0,0,79.2,C,0
675,676,1,male,29.0,1,0,66.6,S,0
676,677,3,male,29.3817537087912,0,0,7.9,S,0
677,678,3,male,20.0,0,0,9.5,S,0
678,679,3,male,36.0,0,0,7.9,S,0
679,680,2,male,59.0,0,0,13.5,S,0
680,681,3,female,22.0,2,0,8.7,S,0
681,682,3,male,2.0,4,1,29.1,Q,0
682,683,2,female,34.0,0,0,10.5,S,1
683,684,2,female,29.0,1,0,26.0,S,1
684,685,3,male,14.0,5,2,46.9,S,0
685,686,3,male,29.3817537087912,1,9,69.6,S,0
686,687,1,male,45.0,0,0,35.5,S,0
687,688,3,male,22.0,0,0,7.5,S,0
688,689,2,male,23.0,0,0,13.0,S,0
689,690,3,male,45.0,0,0,8.1,S,1
690,691,3,female,29.3817537087912,1,0,16.1,S,1
691,692,1,female,45.0,1,0,52.6,S,1
692,693,2,male,29.0,0,0,10.5,S,0
693,694,3,male,21.0,0,0,8.1,S,0
694,695,3,male,29.3817537087912,0,0,8.1,S,0
695,696,1,male,71.0,0,0,34.7,C,0
696,697,3,female,16.0,5,2,46.9,S,0
697,698,2,female,45.0,0,2,30.0,S,1
698,699,1,male,51.0,0,0,26.6,S,1
699,700,3,female,29.3817537087912,1,9,69.6,S,0
700,701,3,male,29.3817537087912,0,0,7.9,S,0
701,702,3,female,24.0,0,0,7.8,Q,1
702,703,3,male,36.0,0,0,7.3,S,0
703,704,1,male,62.0,0,0,26.6,S,0
704,705,2,male,1.0,0,2,37.0,C,1
705,706,2,male,35.0,0,0,12.4,Q,0
706,707,3,male,29.3817537087912,0,0,7.8,Q,0
707,708,3,female,29.3817537087912,8,2,69.6,S,0
708,709,3,male,30.0,1,0,16.1,S,0
709,710,1,female,50.0,1,1,211.5,C,1
710,711,2,male,54.0,1,0,26.0,S,0
711,712,2,female,34.0,1,1,32.5,S,1
712,713,2,male,3.0,1,1,26.0,S,1
713,714,3,female,29.3817537087912,0,0,7.8,Q,1
714,715,3,male,29.3817537087912,0,0,8.1,S,0
715,716,1,male,61.0,1,3,262.4,C,0
716,717,3,male,21.0,0,0,7.8,S,0
717,718,3,male,29.3817537087912,0,0,7.3,S,0
718,719,2,male,31.0,1,1,37.0,C,0
719,720,3,female,29.3817537087912,1,0,24.2,Q,1
720,721,3,male,0.3333,0,2,14.4,S,0
721,722,3,male,29.3817537087912,0,0,7.8,Q,0
722,723,2,male,26.0,0,0,13.0,S,0
723,724,2,male,40.0,0,0,13.0,S,0
724,725,1,male,45.0,1,0,83.5,S,0
725,726,2,male,0.8333,1,1,18.8,S,1
726,727,3,female,4.0,1,1,16.7,S,1
727,728,2,male,29.3817537087912,0,0,0.0,S,0
728,729,3,male,22.0,0,0,9.0,S,0
729,730,1,female,48.0,1,0,106.4,C,1
730,731,2,male,50.0,1,0,26.0,S,0
731,732,3,female,18.0,0,0,7.8,S,1
732,733,2,male,29.3817537087912,0,0,0.0,S,0
733,734,1,female,39.0,1,0,55.9,S,1
734,735,3,male,39.0,0,2,7.2,C,0
735,736,2,male,0.8333,0,2,29.0,S,1
736,737,3,male,29.3817537087912,0,0,8.1,S,0
737,738,3,male,29.3817537087912,0,0,7.8,S,0
738,739,3,female,29.3817537087912,0,0,15.5,Q,1
739,740,3,female,29.3817537087912,1,2,23.5,S,0
740,741,3,male,2.0,4,1,39.7,S,0
741,742,3,male,27.0,0,0,7.0,S,1
742,743,3,female,14.0,0,0,7.9,S,0
743,744,2,male,29.3817537087912,0,0,15.0,C,0
744,745,3,male,29.3817537087912,0,0,8.1,S,0
745,746,3,female,13.0,0,0,7.2,C,1
746,747,2,male,38.0,1,0,21.0,S,0
747,748,1,female,38.0,1,0,71.3,C,1
748,749,1,male,28.0,0,0,26.6,S,1
749,750,3,male,22.0,0,0,7.8,S,0
750,751,1,female,52.0,1,0,78.3,C,1
751,752,1,female,27.0,1,2,52.0,S,1
752,753,1,female,43.0,1,0,55.4,C,1
753,754,1,female,33.0,1,0,53.1,S,1
754,755,3,male,26.0,2,0,8.7,S,0
755,756,3,male,14.0,4,1,39.7,S,0
756,757,3,male,27.0,0,0,7.8,S,1
757,758,3,female,27.0,0,1,12.5,S,1
758,759,3,female,29.3817537087912,0,0,7.9,Q,1
759,760,3,male,33.0,0,0,7.9,C,0
760,761,3,male,29.3817537087912,0,0,7.6,S,0
761,762,2,male,36.0,0,0,13.0,S,0
762,763,3,male,29.3817537087912,0,0,7.2,C,0
763,764,3,male,21.0,0,0,7.7,Q,0
764,765,3,female,31.0,0,0,8.7,S,1
765,766,3,male,22.0,0,0,7.8,S,0
766,767,2,male,35.0,0,0,26.0,S,0
767,768,3,female,29.3817537087912,3,1,25.5,S,0
768,769,3,male,36.0,1,1,24.2,S,0
769,770,1,male,21.0,0,1,61.4,C,1
770,771,1,male,29.3817537087912,0,0,52.0,S,0
771,772,3,male,24.0,0,0,7.1,S,0
772,773,1,male,31.0,0,0,28.5,C,1
773,774,1,male,48.0,0,0,50.5,C,0
774,775,3,male,29.3817537087912,0,0,56.5,S,1
775,776,1,male,29.3817537087912,0,0,0.0,S,0
776,777,1,male,36.0,0,0,26.3,S,1
777,778,3,female,0.75,2,1,19.3,C,1
778,779,3,female,38.0,4,2,7.8,S,0
779,780,2,male,23.0,0,0,13.0,S,0
780,781,2,male,42.0,0,0,13.0,S,0
781,782,3,male,29.0,1,0,7.0,S,0
782,783,1,male,29.3817537087912,0,0,26.6,S,0
783,784,3,male,39.0,0,0,24.2,S,0
784,785,1,male,49.0,1,0,89.1,C,1
785,786,3,male,29.3817537087912,0,0,7.9,C,0
786,787,3,female,18.0,1,0,17.8,S,0
787,788,3,male,28.5,0,0,16.1,S,0
788,789,3,male,59.0,0,0,7.3,S,0
789,790,3,male,24.0,0,0,7.5,S,0
790,791,3,male,29.3817537087912,0,0,7.3,S,0
791,792,1,female,36.0,0,2,71.0,S,1
792,793,3,male,29.3817537087912,0,0,7.2,C,0
793,794,3,male,10.0,3,2,27.9,S,0
794,795,2,male,32.0,0,0,10.5,S,0
795,796,1,female,39.0,1,1,83.2,C,1
796,797,1,female,29.3817537087912,1,0,133.7,S,1
797,798,3,female,32.0,1,1,15.5,Q,0
798,799,2,female,29.0,1,0,26.0,S,1
799,800,1,male,46.0,0,0,75.2,C,0
800,801,3,female,39.0,1,5,31.3,S,0
801,802,2,female,13.0,0,1,19.5,S,1
802,803,2,male,27.0,0,0,13.0,S,0
803,804,3,female,29.3817537087912,0,0,7.8,Q,0
804,805,3,male,17.0,1,1,7.2,C,0
805,806,1,female,19.0,1,0,91.1,C,1
806,807,1,female,39.0,0,0,211.3,S,1
807,808,3,female,14.0,1,0,11.2,C,1
808,809,3,male,29.3817537087912,1,1,14.5,S,0
809,810,3,male,5.0,4,2,31.4,S,0
810,811,3,male,29.3817537087912,0,0,7.8,Q,0
811,812,1,male,29.3817537087912,0,0,25.9,S,0
812,813,1,female,58.0,0,0,26.6,S,1
813,814,1,female,33.0,0,0,27.7,C,1
814,815,3,male,29.3817537087912,0,0,7.9,S,0
815,816,3,female,17.0,0,0,7.7,Q,0
816,817,3,female,18.0,0,0,7.8,S,0
817,818,3,female,31.0,0,0,7.9,S,0
818,819,3,male,36.0,0,0,9.5,S,0
819,820,2,female,18.0,0,2,13.0,S,1
820,821,1,female,23.0,1,0,113.3,C,1
821,822,2,male,3.0,1,1,18.8,S,1
822,823,2,female,19.0,0,0,13.0,S,1
823,824,3,male,33.0,0,0,7.9,S,0
824,825,3,male,29.3817537087912,0,0,8.1,S,0
825,826,2,female,2.0,1,1,26.0,S,1
826,827,3,female,28.0,0,0,7.9,S,0
827,828,3,female,18.5,0,0,7.3,Q,0
828,829,2,male,54.0,0,0,26.0,S,0
829,830,3,male,29.3817537087912,0,0,7.7,Q,0
830,831,3,female,9.0,3,2,27.9,S,0
831,832,3,male,20.0,0,0,7.2,C,1
832,833,3,male,34.5,0,0,6.4,C,0
833,834,1,female,76.0,1,0,78.9,S,1
834,835,3,male,23.0,0,0,7.1,S,0
835,836,3,male,49.0,0,0,0.0,S,0
836,837,3,female,33.0,3,0,15.9,S,1
837,838,3,male,29.3817537087912,0,0,8.5,Q,0
838,839,3,male,29.3817537087912,0,0,7.2,C,1
839,840,3,female,0.1667,1,2,20.6,S,1
840,841,3,male,16.0,0,0,8.1,S,0
841,842,3,male,29.3817537087912,0,0,7.9,C,0
842,843,3,male,22.0,0,0,7.2,C,0
843,844,3,male,24.0,0,0,7.8,S,0
844,845,2,female,31.0,0,0,21.0,S,1
845,846,3,male,16.0,2,0,18.0,S,0
846,847,1,female,36.0,0,0,135.6,C,1
847,848,2,male,19.0,0,0,10.5,S,0
848,849,3,male,35.0,0,0,7.1,S,0
849,850,3,female,29.3817537087912,0,0,7.9,Q,1
850,851,2,female,24.0,0,0,13.0,S,1
851,852,3,female,17.0,4,2,7.9,S,1
852,853,1,male,23.0,0,1,63.4,C,1
853,854,1,male,40.0,0,0,31.0,C,1
854,855,3,male,26.5,0,0,7.2,C,0
855,856,1,male,28.0,0,0,47.1,S,0
856,857,1,female,24.0,3,2,263.0,S,1
857,858,3,male,29.3817537087912,0,0,7.8,Q,1
858,859,3,male,40.0,1,4,27.9,S,0
859,860,2,male,32.0,1,0,26.0,S,1
860,861,3,male,36.0,0,0,7.5,S,0
861,862,1,male,28.0,1,0,82.2,C,0
862,863,2,male,57.0,0,0,12.4,Q,0
863,864,2,male,70.0,0,0,10.5,S,0
864,865,3,male,19.0,0,0,8.2,S,0
865,866,3,female,30.0,0,0,7.6,Q,0
866,867,2,male,21.0,2,0,73.5,S,0
867,868,3,male,33.0,1,1,20.5,S,0
868,869,3,male,29.3817537087912,0,0,7.7,Q,0
869,870,3,male,8.0,4,1,29.1,Q,0
870,871,1,male,29.3817537087912,0,0,30.5,S,1
871,872,1,male,29.3817537087912,0,0,27.7,C,0
872,873,1,female,35.0,0,0,211.5,C,1
873,874,3,female,48.0,1,3,34.4,S,0
874,875,3,female,29.3817537087912,0,0,7.8,Q,0
875,876,2,male,28.0,0,0,10.5,S,0
876,877,1,male,24.0,0,1,247.5,C,0
877,878,3,male,29.3817537087912,0,0,7.9,S,0
878,879,2,female,35.0,0,0,21.0,S,1
879,880,2,male,29.3817537087912,0,0,10.7,Q,0
880,881,3,female,22.0,1,1,12.3,S,1
881,882,2,male,21.0,0,0,11.5,S,0
882,883,3,male,25.0,0,0,7.9,S,0
883,884,3,male,19.0,0,0,7.9,S,0
884,885,1,male,47.0,0,0,52.0,S,0
885,886,2,female,28.0,0,0,13.0,S,1
886,887,3,male,29.0,3,1,22.0,S,1
887,888,2,female,29.0,1,0,26.0,S,1
888,889,1,male,42.0,0,0,26.3,S,1
889,890,3,male,70.5,0,0,7.8,Q,0
890,891,1,female,29.3817537087912,0,0,31.7,S,1
891,892,3,female,45.0,1,0,14.1,S,1
892,893,3,male,29.3817537087912,1,0,6.4,C,0
893,894,3,female,26.0,0,2,13.8,S,0
894,895,3,male,25.0,0,0,7.1,S,0
895,896,2,male,19.0,0,0,13.0,S,0
896,897,3,female,8.0,3,1,21.1,S,0
897,898,3,male,40.0,1,1,15.5,Q,0
898,899,3,female,30.0,1,0,15.6,S,0
899,900,1,female,36.0,1,2,120.0,S,1
900,901,2,female,21.0,0,0,10.5,S,1
901,902,1,male,19.0,1,0,53.1,S,0
902,903,2,female,20.0,1,0,26.0,S,1
903,904,3,female,30.0,0,0,8.7,S,0
904,905,3,male,28.0,0,0,7.8,S,0
905,906,3,male,1.0,5,2,46.9,S,0
906,907,3,male,40.0,1,5,31.4,S,0
907,908,3,female,1.0,1,1,12.2,S,0
908,909,1,female,30.0,0,0,32.398897464167575,C,1
909,910,2,male,54.0,0,0,14.0,S,0
910,911,1,male,64.0,0,0,26.0,S,0
911,912,2,male,40.0,0,0,16.0,S,0
912,913,3,male,29.3817537087912,0,0,7.8,Q,0
913,914,1,male,42.0,0,0,26.6,S,0
914,915,3,female,27.0,1,0,7.9,S,0
915,916,3,male,25.0,1,0,7.8,S,1
